Tree	Node A-upos	Node B-upos	Node C-upos	Node D-upos	Node E-upos	Absolute frequency	Relative frequency	Order	Grew-match query	Grew-match URL	Number of nodes	Root node
DET <det NOUN >conj (CCONJ <cc DET <det NOUN)	DET	NOUN	CCONJ	DET	NOUN	1	39.7630	ABCDE	pattern {B [upos=NOUN]; A [upos=DET]; E [upos=NOUN]; C [upos=CCONJ]; D [upos=DET]; B -[det]-> A; B -[conj]-> E; E -[cc]-> C; E -[det]-> D; B >> A; B << E; E >> C; E >> D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DDET%5D%3B%20E%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DCCONJ%5D%3B%20D%20%5Bupos%3DDET%5D%3B%20B%20-%5Bdet%5D-%3E%20A%3B%20B%20-%5Bconj%5D-%3E%20E%3B%20E%20-%5Bcc%5D-%3E%20C%3B%20E%20-%5Bdet%5D-%3E%20D%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20E%3B%20E%20%3E%3E%20C%3B%20E%20%3E%3E%20D%7D	5	NOUN
ADP <case (NUM <nummod NOUN) <compound NOUN	ADP	NUM	NOUN	NOUN		1	39.7630	ABCD	pattern {D [upos=NOUN]; A [upos=ADP]; C [upos=NOUN]; B [upos=NUM]; D -[case]-> A; D -[compound]-> C; C -[nummod]-> B; D >> A; D >> C; C >> B}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20C%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DNUM%5D%3B%20D%20-%5Bcase%5D-%3E%20A%3B%20D%20-%5Bcompound%5D-%3E%20C%3B%20C%20-%5Bnummod%5D-%3E%20B%3B%20D%20%3E%3E%20A%3B%20D%20%3E%3E%20C%3B%20C%20%3E%3E%20B%7D	4	NOUN
CCONJ <cc NOUN >nmod (ADP <case NOUN <compound NOUN)	CCONJ	NOUN	ADP	NOUN	NOUN	1	39.7630	ABCDE	pattern {B [upos=NOUN]; A [upos=CCONJ]; E [upos=NOUN]; C [upos=ADP]; D [upos=NOUN]; B -[cc]-> A; B -[nmod]-> E; E -[case]-> C; E -[compound]-> D; B >> A; B << E; E >> C; E >> D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DCCONJ%5D%3B%20E%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DADP%5D%3B%20D%20%5Bupos%3DNOUN%5D%3B%20B%20-%5Bcc%5D-%3E%20A%3B%20B%20-%5Bnmod%5D-%3E%20E%3B%20E%20-%5Bcase%5D-%3E%20C%3B%20E%20-%5Bcompound%5D-%3E%20D%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20E%3B%20E%20%3E%3E%20C%3B%20E%20%3E%3E%20D%7D	5	NOUN
PUNCT <punct NUM <nummod PUNCT <punct NOUN	PUNCT	NUM	PUNCT	NOUN		1	39.7630	ABCD	pattern {D [upos=NOUN]; A [upos=PUNCT]; B [upos=NUM]; C [upos=PUNCT]; D -[punct]-> A; D -[nummod]-> B; D -[punct]-> C; D >> A; D >> B; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPUNCT%5D%3B%20B%20%5Bupos%3DNUM%5D%3B%20C%20%5Bupos%3DPUNCT%5D%3B%20D%20-%5Bpunct%5D-%3E%20A%3B%20D%20-%5Bnummod%5D-%3E%20B%3B%20D%20-%5Bpunct%5D-%3E%20C%3B%20D%20%3E%3E%20A%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D	4	NOUN
PUNCT <punct NOUN >conj (CCONJ <cc NOUN)	PUNCT	NOUN	CCONJ	NOUN		1	39.7630	ABCD	pattern {B [upos=NOUN]; A [upos=PUNCT]; D [upos=NOUN]; C [upos=CCONJ]; B -[punct]-> A; B -[conj]-> D; D -[cc]-> C; B >> A; B << D; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPUNCT%5D%3B%20D%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DCCONJ%5D%3B%20B%20-%5Bpunct%5D-%3E%20A%3B%20B%20-%5Bconj%5D-%3E%20D%3B%20D%20-%5Bcc%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20D%3B%20D%20%3E%3E%20C%7D	4	NOUN
(ADJ >conj (CCONJ <cc NOUN)) <compound NOUN	ADJ	CCONJ	NOUN	NOUN		1	39.7630	ABCD	pattern {D [upos=NOUN]; A [upos=ADJ]; C [upos=NOUN]; B [upos=CCONJ]; D -[compound]-> A; A -[conj]-> C; C -[cc]-> B; D >> A; A << C; C >> B}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADJ%5D%3B%20C%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DCCONJ%5D%3B%20D%20-%5Bcompound%5D-%3E%20A%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20D%20%3E%3E%20A%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D	4	NOUN
DET <det (PROPN <compound PUNCT <punct PROPN) <compound NOUN	DET	PROPN	PUNCT	PROPN	NOUN	1	39.7630	ABCDE	pattern {E [upos=NOUN]; A [upos=DET]; D [upos=PROPN]; B [upos=PROPN]; C [upos=PUNCT]; E -[det]-> A; E -[compound]-> D; D -[compound]-> B; D -[punct]-> C; E >> A; E >> D; D >> B; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BE%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DDET%5D%3B%20D%20%5Bupos%3DPROPN%5D%3B%20B%20%5Bupos%3DPROPN%5D%3B%20C%20%5Bupos%3DPUNCT%5D%3B%20E%20-%5Bdet%5D-%3E%20A%3B%20E%20-%5Bcompound%5D-%3E%20D%3B%20D%20-%5Bcompound%5D-%3E%20B%3B%20D%20-%5Bpunct%5D-%3E%20C%3B%20E%20%3E%3E%20A%3B%20E%20%3E%3E%20D%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D	5	NOUN
ADP <case ADP <case DET <det ADJ <amod NOUN	ADP	ADP	DET	ADJ	NOUN	1	39.7630	ABCDE	pattern {E [upos=NOUN]; A [upos=ADP]; B [upos=ADP]; C [upos=DET]; D [upos=ADJ]; E -[case]-> A; E -[case]-> B; E -[det]-> C; E -[amod]-> D; E >> A; E >> B; E >> C; E >> D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BE%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20B%20%5Bupos%3DADP%5D%3B%20C%20%5Bupos%3DDET%5D%3B%20D%20%5Bupos%3DADJ%5D%3B%20E%20-%5Bcase%5D-%3E%20A%3B%20E%20-%5Bcase%5D-%3E%20B%3B%20E%20-%5Bdet%5D-%3E%20C%3B%20E%20-%5Bamod%5D-%3E%20D%3B%20E%20%3E%3E%20A%3B%20E%20%3E%3E%20B%3B%20E%20%3E%3E%20C%3B%20E%20%3E%3E%20D%7D	5	NOUN
ADJ <amod NOUN >nmod (ADP <case ADJ <amod NOUN)	ADJ	NOUN	ADP	ADJ	NOUN	1	39.7630	ABCDE	pattern {B [upos=NOUN]; A [upos=ADJ]; E [upos=NOUN]; C [upos=ADP]; D [upos=ADJ]; B -[amod]-> A; B -[nmod]-> E; E -[case]-> C; E -[amod]-> D; B >> A; B << E; E >> C; E >> D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADJ%5D%3B%20E%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DADP%5D%3B%20D%20%5Bupos%3DADJ%5D%3B%20B%20-%5Bamod%5D-%3E%20A%3B%20B%20-%5Bnmod%5D-%3E%20E%3B%20E%20-%5Bcase%5D-%3E%20C%3B%20E%20-%5Bamod%5D-%3E%20D%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20E%3B%20E%20%3E%3E%20C%3B%20E%20%3E%3E%20D%7D	5	NOUN
DET <det NOUN <compound NOUN >case PART	DET	NOUN	NOUN	PART		1	39.7630	ABCD	pattern {C [upos=NOUN]; A [upos=DET]; B [upos=NOUN]; D [upos=PART]; C -[det]-> A; C -[compound]-> B; C -[case]-> D; C >> A; C >> B; C << D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DDET%5D%3B%20B%20%5Bupos%3DNOUN%5D%3B%20D%20%5Bupos%3DPART%5D%3B%20C%20-%5Bdet%5D-%3E%20A%3B%20C%20-%5Bcompound%5D-%3E%20B%3B%20C%20-%5Bcase%5D-%3E%20D%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%3B%20C%20%3C%3C%20D%7D	4	NOUN
DET <det NOUN <compound NOUN >conj (CCONJ <cc NOUN)	DET	NOUN	NOUN	CCONJ	NOUN	1	39.7630	ABCDE	pattern {C [upos=NOUN]; A [upos=DET]; B [upos=NOUN]; E [upos=NOUN]; D [upos=CCONJ]; C -[det]-> A; C -[compound]-> B; C -[conj]-> E; E -[cc]-> D; C >> A; C >> B; C << E; E >> D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DDET%5D%3B%20B%20%5Bupos%3DNOUN%5D%3B%20E%20%5Bupos%3DNOUN%5D%3B%20D%20%5Bupos%3DCCONJ%5D%3B%20C%20-%5Bdet%5D-%3E%20A%3B%20C%20-%5Bcompound%5D-%3E%20B%3B%20C%20-%5Bconj%5D-%3E%20E%3B%20E%20-%5Bcc%5D-%3E%20D%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%3B%20C%20%3C%3C%20E%3B%20E%20%3E%3E%20D%7D	5	NOUN
ADP <case DET <det NUM <compound NOUN	ADP	DET	NUM	NOUN		1	39.7630	ABCD	pattern {D [upos=NOUN]; A [upos=ADP]; B [upos=DET]; C [upos=NUM]; D -[case]-> A; D -[det]-> B; D -[compound]-> C; D >> A; D >> B; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20B%20%5Bupos%3DDET%5D%3B%20C%20%5Bupos%3DNUM%5D%3B%20D%20-%5Bcase%5D-%3E%20A%3B%20D%20-%5Bdet%5D-%3E%20B%3B%20D%20-%5Bcompound%5D-%3E%20C%3B%20D%20%3E%3E%20A%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D	4	NOUN
ADJ <amod ADJ <amod (PROPN >flat PROPN) <compound NOUN	ADJ	ADJ	PROPN	PROPN	NOUN	1	39.7630	ABCDE	pattern {E [upos=NOUN]; A [upos=ADJ]; B [upos=ADJ]; C [upos=PROPN]; D [upos=PROPN]; E -[amod]-> A; E -[amod]-> B; E -[compound]-> C; C -[flat]-> D; E >> A; E >> B; E >> C; C << D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BE%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADJ%5D%3B%20B%20%5Bupos%3DADJ%5D%3B%20C%20%5Bupos%3DPROPN%5D%3B%20D%20%5Bupos%3DPROPN%5D%3B%20E%20-%5Bamod%5D-%3E%20A%3B%20E%20-%5Bamod%5D-%3E%20B%3B%20E%20-%5Bcompound%5D-%3E%20C%3B%20C%20-%5Bflat%5D-%3E%20D%3B%20E%20%3E%3E%20A%3B%20E%20%3E%3E%20B%3B%20E%20%3E%3E%20C%3B%20C%20%3C%3C%20D%7D	5	NOUN
ADP <case DET <det (PROPN <compound PROPN) <compound NOUN	ADP	DET	PROPN	PROPN	NOUN	1	39.7630	ABCDE	pattern {E [upos=NOUN]; A [upos=ADP]; B [upos=DET]; D [upos=PROPN]; C [upos=PROPN]; E -[case]-> A; E -[det]-> B; E -[compound]-> D; D -[compound]-> C; E >> A; E >> B; E >> D; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BE%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20B%20%5Bupos%3DDET%5D%3B%20D%20%5Bupos%3DPROPN%5D%3B%20C%20%5Bupos%3DPROPN%5D%3B%20E%20-%5Bcase%5D-%3E%20A%3B%20E%20-%5Bdet%5D-%3E%20B%3B%20E%20-%5Bcompound%5D-%3E%20D%3B%20D%20-%5Bcompound%5D-%3E%20C%3B%20E%20%3E%3E%20A%3B%20E%20%3E%3E%20B%3B%20E%20%3E%3E%20D%3B%20D%20%3E%3E%20C%7D	5	NOUN
(ADJ >fixed ADP) <case DET <det NOUN	ADJ	ADP	DET	NOUN		1	39.7630	ABCD	pattern {D [upos=NOUN]; A [upos=ADJ]; B [upos=ADP]; C [upos=DET]; D -[case]-> A; A -[fixed]-> B; D -[det]-> C; D >> A; A << B; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADJ%5D%3B%20B%20%5Bupos%3DADP%5D%3B%20C%20%5Bupos%3DDET%5D%3B%20D%20-%5Bcase%5D-%3E%20A%3B%20A%20-%5Bfixed%5D-%3E%20B%3B%20D%20-%5Bdet%5D-%3E%20C%3B%20D%20%3E%3E%20A%3B%20A%20%3C%3C%20B%3B%20D%20%3E%3E%20C%7D	4	NOUN
ADJ <amod NOUN >nmod (ADP <case ADJ <amod PROPN)	ADJ	NOUN	ADP	ADJ	PROPN	1	39.7630	ABCDE	pattern {B [upos=NOUN]; A [upos=ADJ]; E [upos=PROPN]; C [upos=ADP]; D [upos=ADJ]; B -[amod]-> A; B -[nmod]-> E; E -[case]-> C; E -[amod]-> D; B >> A; B << E; E >> C; E >> D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADJ%5D%3B%20E%20%5Bupos%3DPROPN%5D%3B%20C%20%5Bupos%3DADP%5D%3B%20D%20%5Bupos%3DADJ%5D%3B%20B%20-%5Bamod%5D-%3E%20A%3B%20B%20-%5Bnmod%5D-%3E%20E%3B%20E%20-%5Bcase%5D-%3E%20C%3B%20E%20-%5Bamod%5D-%3E%20D%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20E%3B%20E%20%3E%3E%20C%3B%20E%20%3E%3E%20D%7D	5	NOUN
ADP <case NUM <compound NOUN <compound NOUN	ADP	NUM	NOUN	NOUN		1	39.7630	ABCD	pattern {D [upos=NOUN]; A [upos=ADP]; B [upos=NUM]; C [upos=NOUN]; D -[case]-> A; D -[compound]-> B; D -[compound]-> C; D >> A; D >> B; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20B%20%5Bupos%3DNUM%5D%3B%20C%20%5Bupos%3DNOUN%5D%3B%20D%20-%5Bcase%5D-%3E%20A%3B%20D%20-%5Bcompound%5D-%3E%20B%3B%20D%20-%5Bcompound%5D-%3E%20C%3B%20D%20%3E%3E%20A%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D	4	NOUN
ADV <advmod DET <det (NOUN >nummod NUM) <compound NOUN	ADV	DET	NOUN	NUM	NOUN	1	39.7630	ABCDE	pattern {E [upos=NOUN]; A [upos=ADV]; B [upos=DET]; C [upos=NOUN]; D [upos=NUM]; E -[advmod]-> A; E -[det]-> B; E -[compound]-> C; C -[nummod]-> D; E >> A; E >> B; E >> C; C << D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BE%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADV%5D%3B%20B%20%5Bupos%3DDET%5D%3B%20C%20%5Bupos%3DNOUN%5D%3B%20D%20%5Bupos%3DNUM%5D%3B%20E%20-%5Badvmod%5D-%3E%20A%3B%20E%20-%5Bdet%5D-%3E%20B%3B%20E%20-%5Bcompound%5D-%3E%20C%3B%20C%20-%5Bnummod%5D-%3E%20D%3B%20E%20%3E%3E%20A%3B%20E%20%3E%3E%20B%3B%20E%20%3E%3E%20C%3B%20C%20%3C%3C%20D%7D	5	NOUN
(ADJ <amod PUNCT <punct NOUN) <compound NOUN	ADJ	PUNCT	NOUN	NOUN		1	39.7630	ABCD	pattern {D [upos=NOUN]; C [upos=NOUN]; A [upos=ADJ]; B [upos=PUNCT]; D -[compound]-> C; C -[amod]-> A; C -[punct]-> B; D >> C; C >> A; C >> B}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADJ%5D%3B%20B%20%5Bupos%3DPUNCT%5D%3B%20D%20-%5Bcompound%5D-%3E%20C%3B%20C%20-%5Bamod%5D-%3E%20A%3B%20C%20-%5Bpunct%5D-%3E%20B%3B%20D%20%3E%3E%20C%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	4	NOUN
ADP <case NUM <nummod NOUN >nmod (ADP <case NOUN)	ADP	NUM	NOUN	ADP	NOUN	1	39.7630	ABCDE	pattern {C [upos=NOUN]; A [upos=ADP]; B [upos=NUM]; E [upos=NOUN]; D [upos=ADP]; C -[case]-> A; C -[nummod]-> B; C -[nmod]-> E; E -[case]-> D; C >> A; C >> B; C << E; E >> D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20B%20%5Bupos%3DNUM%5D%3B%20E%20%5Bupos%3DNOUN%5D%3B%20D%20%5Bupos%3DADP%5D%3B%20C%20-%5Bcase%5D-%3E%20A%3B%20C%20-%5Bnummod%5D-%3E%20B%3B%20C%20-%5Bnmod%5D-%3E%20E%3B%20E%20-%5Bcase%5D-%3E%20D%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%3B%20C%20%3C%3C%20E%3B%20E%20%3E%3E%20D%7D	5	NOUN
DET <det (PROPN <compound PROPN) <compound NOUN	DET	PROPN	PROPN	NOUN		1	39.7630	ABCD	pattern {D [upos=NOUN]; A [upos=DET]; C [upos=PROPN]; B [upos=PROPN]; D -[det]-> A; D -[compound]-> C; C -[compound]-> B; D >> A; D >> C; C >> B}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DDET%5D%3B%20C%20%5Bupos%3DPROPN%5D%3B%20B%20%5Bupos%3DPROPN%5D%3B%20D%20-%5Bdet%5D-%3E%20A%3B%20D%20-%5Bcompound%5D-%3E%20C%3B%20C%20-%5Bcompound%5D-%3E%20B%3B%20D%20%3E%3E%20A%3B%20D%20%3E%3E%20C%3B%20C%20%3E%3E%20B%7D	4	NOUN
PRON <nmod:poss (NUM <nummod NOUN) <compound NOUN	PRON	NUM	NOUN	NOUN		1	39.7630	ABCD	pattern {D [upos=NOUN]; A [upos=PRON]; C [upos=NOUN]; B [upos=NUM]; D -[nmod:poss]-> A; D -[compound]-> C; C -[nummod]-> B; D >> A; D >> C; C >> B}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPRON%5D%3B%20C%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DNUM%5D%3B%20D%20-%5Bnmod%3Aposs%5D-%3E%20A%3B%20D%20-%5Bcompound%5D-%3E%20C%3B%20C%20-%5Bnummod%5D-%3E%20B%3B%20D%20%3E%3E%20A%3B%20D%20%3E%3E%20C%3B%20C%20%3E%3E%20B%7D	4	NOUN
ADP <case NUM <nummod ADJ <amod PROPN <compound NOUN	ADP	NUM	ADJ	PROPN	NOUN	1	39.7630	ABCDE	pattern {E [upos=NOUN]; A [upos=ADP]; B [upos=NUM]; C [upos=ADJ]; D [upos=PROPN]; E -[case]-> A; E -[nummod]-> B; E -[amod]-> C; E -[compound]-> D; E >> A; E >> B; E >> C; E >> D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BE%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20B%20%5Bupos%3DNUM%5D%3B%20C%20%5Bupos%3DADJ%5D%3B%20D%20%5Bupos%3DPROPN%5D%3B%20E%20-%5Bcase%5D-%3E%20A%3B%20E%20-%5Bnummod%5D-%3E%20B%3B%20E%20-%5Bamod%5D-%3E%20C%3B%20E%20-%5Bcompound%5D-%3E%20D%3B%20E%20%3E%3E%20A%3B%20E%20%3E%3E%20B%3B%20E%20%3E%3E%20C%3B%20E%20%3E%3E%20D%7D	5	NOUN
ADP <case NUM <nummod NOUN >nmod:npmod (DET <det NOUN)	ADP	NUM	NOUN	DET	NOUN	1	39.7630	ABCDE	pattern {C [upos=NOUN]; A [upos=ADP]; B [upos=NUM]; E [upos=NOUN]; D [upos=DET]; C -[case]-> A; C -[nummod]-> B; C -[nmod:npmod]-> E; E -[det]-> D; C >> A; C >> B; C << E; E >> D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20B%20%5Bupos%3DNUM%5D%3B%20E%20%5Bupos%3DNOUN%5D%3B%20D%20%5Bupos%3DDET%5D%3B%20C%20-%5Bcase%5D-%3E%20A%3B%20C%20-%5Bnummod%5D-%3E%20B%3B%20C%20-%5Bnmod%3Anpmod%5D-%3E%20E%3B%20E%20-%5Bdet%5D-%3E%20D%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%3B%20C%20%3C%3C%20E%3B%20E%20%3E%3E%20D%7D	5	NOUN
NOUN >nmod (ADP <case PROPN >conj (CCONJ <cc PROPN))	NOUN	ADP	PROPN	CCONJ	PROPN	1	39.7630	ABCDE	pattern {A [upos=NOUN]; C [upos=PROPN]; B [upos=ADP]; E [upos=PROPN]; D [upos=CCONJ]; A -[nmod]-> C; C -[case]-> B; C -[conj]-> E; E -[cc]-> D; A << C; C >> B; C << E; E >> D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DPROPN%5D%3B%20B%20%5Bupos%3DADP%5D%3B%20E%20%5Bupos%3DPROPN%5D%3B%20D%20%5Bupos%3DCCONJ%5D%3B%20A%20-%5Bnmod%5D-%3E%20C%3B%20C%20-%5Bcase%5D-%3E%20B%3B%20C%20-%5Bconj%5D-%3E%20E%3B%20E%20-%5Bcc%5D-%3E%20D%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%3B%20C%20%3C%3C%20E%3B%20E%20%3E%3E%20D%7D	5	NOUN
CCONJ <cc:preconj NOUN >conj (CCONJ <cc NOUN)	CCONJ	NOUN	CCONJ	NOUN		1	39.7630	ABCD	pattern {B [upos=NOUN]; A [upos=CCONJ]; D [upos=NOUN]; C [upos=CCONJ]; B -[cc:preconj]-> A; B -[conj]-> D; D -[cc]-> C; B >> A; B << D; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DCCONJ%5D%3B%20D%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DCCONJ%5D%3B%20B%20-%5Bcc%3Apreconj%5D-%3E%20A%3B%20B%20-%5Bconj%5D-%3E%20D%3B%20D%20-%5Bcc%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20D%3B%20D%20%3E%3E%20C%7D	4	NOUN
PUNCT <punct ADP <case DET <det NOUN >punct PUNCT	PUNCT	ADP	DET	NOUN	PUNCT	1	39.7630	ABCDE	pattern {D [upos=NOUN]; A [upos=PUNCT]; B [upos=ADP]; C [upos=DET]; E [upos=PUNCT]; D -[punct]-> A; D -[case]-> B; D -[det]-> C; D -[punct]-> E; D >> A; D >> B; D >> C; D << E}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPUNCT%5D%3B%20B%20%5Bupos%3DADP%5D%3B%20C%20%5Bupos%3DDET%5D%3B%20E%20%5Bupos%3DPUNCT%5D%3B%20D%20-%5Bpunct%5D-%3E%20A%3B%20D%20-%5Bcase%5D-%3E%20B%3B%20D%20-%5Bdet%5D-%3E%20C%3B%20D%20-%5Bpunct%5D-%3E%20E%3B%20D%20%3E%3E%20A%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%3B%20D%20%3C%3C%20E%7D	5	NOUN
PRON <nmod:poss ADJ <amod NOUN >nmod (ADP <case NOUN)	PRON	ADJ	NOUN	ADP	NOUN	1	39.7630	ABCDE	pattern {C [upos=NOUN]; A [upos=PRON]; B [upos=ADJ]; E [upos=NOUN]; D [upos=ADP]; C -[nmod:poss]-> A; C -[amod]-> B; C -[nmod]-> E; E -[case]-> D; C >> A; C >> B; C << E; E >> D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPRON%5D%3B%20B%20%5Bupos%3DADJ%5D%3B%20E%20%5Bupos%3DNOUN%5D%3B%20D%20%5Bupos%3DADP%5D%3B%20C%20-%5Bnmod%3Aposs%5D-%3E%20A%3B%20C%20-%5Bamod%5D-%3E%20B%3B%20C%20-%5Bnmod%5D-%3E%20E%3B%20E%20-%5Bcase%5D-%3E%20D%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%3B%20C%20%3C%3C%20E%3B%20E%20%3E%3E%20D%7D	5	NOUN
ADP <case DET <det NUM <nummod NOUN	ADP	DET	NUM	NOUN		1	39.7630	ABCD	pattern {D [upos=NOUN]; A [upos=ADP]; B [upos=DET]; C [upos=NUM]; D -[case]-> A; D -[det]-> B; D -[nummod]-> C; D >> A; D >> B; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20B%20%5Bupos%3DDET%5D%3B%20C%20%5Bupos%3DNUM%5D%3B%20D%20-%5Bcase%5D-%3E%20A%3B%20D%20-%5Bdet%5D-%3E%20B%3B%20D%20-%5Bnummod%5D-%3E%20C%3B%20D%20%3E%3E%20A%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D	4	NOUN
